climate_zone	county
7	Washburn County, Wisconsin
7	Wells County, North Dakota
7	Wilkin County, Minnesota
7	Williams County, North Dakota
7	Wrangell-Petersburg Census Area, Alaska
7	Yakutat City and Borough, Alaska
8	Bethel Census Area, Alaska
8	Dillingham Census Area, Alaska
8	Fairbanks North Star Borough, Alaska
8	Nome Census Area, Alaska
8	North Slope Borough, Alaska
8	Northwest Arctic Borough, Alaska
8	Southeast Fairbanks Census Area, Alaska
8	Wade Hampton Census Area, Alaska
8	Yukon-Koyukuk Census Area, Alaska
